,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Sakakah,SA,29.9697,40.2064,56.77,41,14,3.78,few clouds
347,Mochalishche,RU,56.3306,48.3547,29.17,97,100,13.51,snow
348,Sibut,CF,5.718,19.0739,75.09,46,88,2.95,overcast clouds
349,Ahipara,NZ,-35.1667,173.1667,66.15,71,92,3.24,overcast clouds
350,Anori,BR,-3.7728,-61.6442,74.23,94,70,2.21,broken clouds
351,Linda,US,39.1277,-121.5508,56.88,84,1,4.61,mist
352,Nobres,BR,-14.7203,-56.3275,74.77,85,100,2.86,overcast clouds
353,Carlet,ES,39.2333,-0.5167,39.65,48,49,15.86,scattered clouds
354,Gaomi,CN,36.3833,119.7528,56.98,52,98,10.94,overcast clouds
355,Pinega,RU,64.7001,43.3936,0.95,99,100,5.17,overcast clouds
356,Tezu,IN,27.9167,96.1667,79.39,29,0,3.58,clear sky
357,Charleston,US,32.7766,-79.9309,44.78,86,1,0.0,clear sky
358,Manzanillo,CU,20.3433,-77.1167,67.62,86,3,7.05,clear sky
359,Ures,MX,29.4333,-110.4,61.72,56,10,2.04,clear sky
360,Avera,US,33.194,-82.5271,48.07,46,99,6.98,overcast clouds
361,Helong,CN,42.5397,128.9972,43.9,49,28,3.4,scattered clouds
362,Mirnyy,RU,62.5353,113.9611,-1.08,94,100,7.94,overcast clouds
363,Atlantis,ZA,-33.5667,18.4834,61.09,96,100,10.71,light rain
364,Luderitz,NA,-26.6481,15.1594,64.6,68,40,7.4,scattered clouds
365,Kondinskoye,RU,59.6481,67.41,21.24,95,72,7.25,broken clouds
366,Hammerfest,NO,70.6634,23.6821,18.05,67,55,14.97,broken clouds
367,Krasnogorskiy,RU,54.6025,61.231,18.97,69,34,9.06,scattered clouds
368,Nabire,ID,-3.3667,135.4833,80.49,78,99,6.82,overcast clouds
369,Gizo,SB,-8.103,156.8419,84.74,71,70,7.63,light rain
370,Sioux Lookout,CA,50.1001,-91.917,28.47,86,90,11.5,light snow
371,Faya,SA,18.3851,42.4509,57.31,32,0,7.2,clear sky
372,Yumen,CN,40.2833,97.2,26.82,56,98,32.55,overcast clouds
373,Sungurlare,BG,42.7667,26.7833,51.66,97,98,2.93,overcast clouds
374,Cap Malheureux,MU,-19.9842,57.6142,84.69,65,3,10.13,clear sky
375,Paamiut,GL,61.994,-49.6678,37.17,95,100,15.7,light rain
376,Bonthe,SL,7.5264,-12.505,79.48,79,32,4.14,scattered clouds
377,Lagos,NG,6.5833,3.75,79.12,93,88,1.03,overcast clouds
378,Kaseda,JP,31.4167,130.3167,60.03,46,6,4.03,clear sky
379,Povorino,RU,51.1945,42.2457,39.38,95,100,9.98,overcast clouds
380,Itarema,BR,-2.9248,-39.9167,80.08,78,56,10.85,broken clouds
381,Noumea,NC,-22.2763,166.4572,78.78,80,90,16.06,light rain
382,Meulaboh,ID,4.1363,96.1285,79.72,86,92,12.08,overcast clouds
383,Gisborne,NZ,-38.6533,178.0042,64.65,77,100,3.8,overcast clouds
384,Providencia,MX,28.7167,-111.5833,69.85,54,31,8.72,scattered clouds
385,Kawalu,ID,-7.3817,108.2082,81.64,74,85,5.48,overcast clouds
386,Santa Helena,BR,-2.2311,-45.3,73.72,97,58,2.26,broken clouds
387,Alofi,NU,-19.0595,-169.9187,76.89,94,98,14.97,overcast clouds
388,Pacific Grove,US,36.6177,-121.9166,55.51,58,1,3.44,clear sky
389,Salinas,US,36.6777,-121.6555,55.92,60,1,0.0,clear sky
390,Hovd,MN,48.0056,91.6419,22.93,20,14,2.04,few clouds
391,Samarai,PG,-10.6167,150.6667,83.52,74,100,8.32,overcast clouds
392,Shache,CN,38.4167,77.2406,35.82,31,72,3.89,broken clouds
393,La Crosse,US,43.8014,-91.2396,31.93,64,1,0.0,clear sky
394,Mackay,AU,-21.15,149.2,82.38,78,75,14.97,broken clouds
395,Skibbereen,IE,51.55,-9.2667,39.0,94,100,4.54,overcast clouds
396,Simbahan,PH,6.3032,120.5836,83.03,73,100,4.38,overcast clouds
397,Digras,IN,20.1167,77.7167,79.27,27,62,10.47,broken clouds
398,Quelimane,MZ,-17.8786,36.8883,71.55,83,40,0.0,scattered clouds
399,Gubkinskiy,RU,64.434,76.5026,0.48,96,86,13.89,overcast clouds
400,Bandarbeyla,SO,9.4942,50.8122,81.97,70,90,17.56,overcast clouds
401,Yamada,JP,39.4667,141.95,47.19,50,49,9.06,scattered clouds
402,Dulce Grande,MX,23.0,-102.1667,57.54,47,98,7.36,overcast clouds
403,Matagami,CA,49.7502,-77.6328,10.51,100,90,8.05,light snow
404,Muisne,EC,0.6,-80.0333,74.86,87,97,6.58,overcast clouds
405,Biltine,TD,14.5333,20.9167,72.73,17,3,15.9,clear sky
406,Batticaloa,LK,7.7102,81.6924,83.62,74,36,7.23,heavy intensity rain
407,Kikwit,CD,-5.041,18.8162,70.75,96,99,1.43,light rain
408,Sao Felix Do Xingu,BR,-6.6447,-51.995,70.25,97,95,0.94,overcast clouds
409,Lorengau,PG,-2.0226,147.2712,85.62,67,100,7.65,overcast clouds
410,Vardo,NO,70.3705,31.1107,23.23,77,26,12.82,scattered clouds
411,Atar,MR,20.5169,-13.0499,63.52,40,92,14.58,overcast clouds
412,Tecpan,GT,14.7623,-90.9947,51.12,98,86,4.61,overcast clouds
413,Kinkala,CG,-4.3614,14.7644,71.91,94,50,0.38,scattered clouds
414,Luzhou,CN,28.8724,105.4405,58.86,70,94,3.49,overcast clouds
415,Kamenka,RU,51.3223,42.7678,38.21,95,100,11.16,overcast clouds
416,Bridlington,GB,54.0831,-0.1919,32.18,84,100,23.91,snow
417,Husavik,IS,66.0449,-17.3389,30.11,86,100,9.93,overcast clouds
418,Kelso,US,46.1468,-122.9084,62.49,94,90,9.22,overcast clouds
419,Vestmannaeyjar,IS,63.4427,-20.2734,37.81,75,100,4.52,light rain
420,Southbridge,US,42.0751,-72.0334,27.72,74,33,8.57,scattered clouds
421,Koslan,RU,63.4564,48.8989,15.55,95,100,8.81,light snow
422,Steamboat Springs,US,40.485,-106.8317,35.1,79,1,5.75,clear sky
423,Dogondoutchi,NE,13.6393,4.0287,73.22,15,96,9.44,overcast clouds
424,Bhinmal,IN,25.0,72.25,83.84,22,65,5.39,broken clouds
425,Farmington,US,36.7281,-108.2187,33.19,64,1,6.91,clear sky
426,Vila Velha,BR,-20.3297,-40.2925,73.35,83,0,9.22,clear sky
427,Nokha,IN,27.6,73.4167,80.02,18,26,6.85,scattered clouds
428,Ambon,ID,-3.6954,128.1814,84.34,74,40,5.75,scattered clouds
429,Plainview,US,40.7765,-73.4673,35.69,51,20,4.61,few clouds
430,Havre-Saint-Pierre,CA,50.2334,-63.5986,35.6,100,90,6.91,snow
431,Honningsvag,NO,70.9821,25.9704,23.29,75,45,21.63,scattered clouds
432,Palmer,US,42.1584,-72.3287,29.01,59,1,5.75,clear sky
433,Alyangula,AU,-13.8483,136.4192,82.27,74,90,10.36,overcast clouds
434,Wajir,KE,1.7471,40.0573,78.8,69,68,10.47,light rain
435,Cururupu,BR,-1.8283,-44.8683,75.69,91,64,3.0,broken clouds
436,Ilulissat,GL,69.2167,-51.1,24.82,58,100,16.11,overcast clouds
437,Kysyl-Syr,RU,63.8986,122.7617,0.23,94,100,8.01,overcast clouds
438,Dingle,PH,10.9995,122.6711,84.76,75,97,11.34,overcast clouds
439,Narsaq,GL,60.9167,-46.05,39.42,100,100,0.51,light rain
440,Tabriz,IR,38.08,46.2919,40.46,56,40,6.91,scattered clouds
441,Fort-Shevchenko,KZ,44.5086,50.263,45.0,57,86,15.39,overcast clouds
442,Cape Canaveral,US,28.4058,-80.6048,60.78,88,1,5.75,clear sky
443,Teguise,ES,29.0605,-13.564,57.42,82,0,9.22,clear sky
444,Broome,US,42.2506,-75.833,27.37,74,90,4.61,light snow
445,Sindor,RU,62.8629,51.8905,20.03,95,100,7.2,light snow
446,Santa Marta,CO,11.2408,-74.199,80.65,74,40,2.3,scattered clouds
447,Hirado,JP,33.3597,129.5531,58.35,43,21,5.57,few clouds
448,Powell River,CA,49.8496,-124.5361,48.2,95,100,3.47,overcast clouds
449,Tucurui,BR,-3.7661,-49.6725,73.49,95,86,2.51,overcast clouds
450,Ilek,RU,51.5271,53.3831,27.0,80,97,10.2,overcast clouds
451,Kalmunai,LK,7.4167,81.8167,84.06,74,40,8.23,scattered clouds
452,El Dorado,US,38.7666,-120.5177,53.62,49,28,6.06,scattered clouds
453,Ketchikan,US,55.3422,-131.6461,46.87,87,90,16.11,light rain
454,Jumla,NP,29.2747,82.1838,59.07,21,0,6.29,clear sky
455,Bembibre,ES,42.6177,-6.4155,33.26,97,81,7.29,light snow
456,Byron Bay,AU,-28.65,153.6167,75.15,79,95,13.04,overcast clouds
457,Sarakhs,IR,36.5449,61.1577,55.96,36,2,4.56,clear sky
458,Kruisfontein,ZA,-34.0033,24.7314,73.47,44,23,13.33,few clouds
459,Mogwase,ZA,-25.185,27.2665,67.62,55,76,7.81,broken clouds
460,Sarahan,IN,31.5167,77.8,54.68,18,0,3.74,clear sky
461,Hamilton,US,39.1834,-84.5333,45.45,74,1,3.44,clear sky
462,Newport,GB,51.5877,-2.9984,35.6,60,93,12.26,overcast clouds
463,Funtua,NG,11.5233,7.3081,65.73,24,97,8.79,overcast clouds
464,Oga,IT,46.4631,10.347,27.68,96,100,6.24,snow
465,Hirara,JP,24.8,125.2833,73.26,73,75,19.57,broken clouds
466,Ayr,GB,55.4627,-4.6339,33.78,80,20,5.75,moderate rain
467,Christchurch,NZ,-43.5333,172.6333,57.4,88,90,14.97,overcast clouds
468,Kanniyakumari,IN,8.0833,77.5667,79.79,79,100,9.44,overcast clouds
469,Le Port,RE,-20.9373,55.2919,82.36,77,84,5.28,light rain
470,Turukhansk,RU,65.8167,87.9833,5.0,94,100,12.33,light snow
471,Ouadda,CF,8.0777,22.4007,73.9,29,76,5.23,broken clouds
472,Tazovskiy,RU,67.4667,78.7,0.07,96,100,5.5,overcast clouds
473,Tadine,NC,-21.55,167.8833,77.16,83,65,16.55,broken clouds
474,Abha,SA,18.2164,42.5053,57.02,41,0,5.75,clear sky
475,Lamu,KE,-2.2717,40.902,80.82,73,92,1.25,light rain
476,Pisco,PE,-13.7,-76.2167,62.65,88,0,0.0,clear sky
477,Izhevskoye,RU,54.5567,40.8703,35.78,99,100,10.54,overcast clouds
478,Verkhoyansk,RU,67.5447,133.385,-7.29,100,100,1.63,overcast clouds
479,Port Hedland,AU,-20.3167,118.5667,93.25,38,6,27.63,clear sky
480,Huarmey,PE,-10.0681,-78.1522,66.15,87,99,9.86,overcast clouds
481,Kupang,ID,-10.1667,123.5833,84.63,72,97,2.26,overcast clouds
482,Wanning,CN,18.8003,110.3967,74.21,80,99,17.05,overcast clouds
483,Vung Tau,VN,10.346,107.0843,81.66,71,96,5.68,light rain
484,Kula,TR,38.5473,28.6498,55.35,74,65,11.03,broken clouds
485,Casablanca,MA,33.5928,-7.6192,52.02,60,89,12.84,overcast clouds
486,Doka,SD,13.5167,35.7667,83.41,43,0,12.24,clear sky
487,Taoudenni,ML,22.6783,-3.9836,63.93,35,21,10.04,few clouds
488,Ewo,CG,-0.8725,14.8206,75.18,84,87,1.21,overcast clouds
489,Padang,ID,-0.9492,100.3543,85.69,62,98,6.24,overcast clouds
490,Astorga,BR,-23.2325,-51.6656,70.2,79,0,2.06,clear sky
491,Gondanglegi,ID,-7.7479,112.0132,81.99,74,99,14.18,overcast clouds
492,Ano Mera,GR,37.45,25.4,62.67,77,25,23.26,scattered clouds
493,Denpasar,ID,-8.65,115.2167,74.86,94,75,1.14,moderate rain
494,Paravur,IN,8.7833,76.7,84.22,86,100,4.9,overcast clouds
495,Shubarshi,KZ,48.5872,57.1869,25.84,75,97,12.24,overcast clouds
496,Cherskiy,RU,68.75,161.3,-17.45,89,36,2.13,scattered clouds
497,Ndele,CF,8.4109,20.6473,74.16,26,92,2.89,overcast clouds
498,Poum,NC,-20.2333,164.0167,79.83,78,17,11.39,few clouds
499,Weymouth,US,42.2209,-70.9398,30.18,50,20,12.66,few clouds
500,Venosa,IT,40.9613,15.8149,49.39,76,57,16.31,broken clouds
501,Lasa,IT,46.6166,10.7002,35.06,95,100,6.69,moderate rain
502,Hami,CN,42.8,93.45,28.17,60,21,5.26,few clouds
503,Pitimbu,BR,-7.4706,-34.8086,75.79,69,83,8.79,broken clouds
504,Freeport,US,40.6576,-73.5832,36.18,50,20,4.61,few clouds
505,Miri,MY,4.4148,114.0089,89.74,58,40,10.36,scattered clouds
506,Abu Kamal,SY,34.4506,40.9171,63.52,47,86,5.79,overcast clouds
507,Cherusti,RU,55.5498,40.0107,37.38,95,99,10.38,overcast clouds
508,Praia Da Vitoria,PT,38.7333,-27.0667,59.25,82,75,5.59,broken clouds
509,Nouadhibou,MR,20.931,-17.0347,65.3,62,0,23.49,clear sky
510,Edd,ER,13.9297,41.6925,85.91,51,0,5.46,clear sky
511,Ziro,IN,27.6333,93.8333,56.14,31,0,2.35,clear sky
512,Grand Gaube,MU,-20.0064,57.6608,84.6,64,2,9.71,clear sky
513,Eureka,US,40.8021,-124.1637,50.61,94,68,2.64,broken clouds
514,Luoyang,CN,34.6836,112.4536,56.41,43,34,2.59,scattered clouds
515,Sri Aman,MY,1.2376,111.4621,86.05,74,40,2.3,scattered clouds
516,Nuuk,GL,64.1835,-51.7216,43.41,93,90,26.46,light snow
517,Kribi,CM,2.95,9.9167,78.17,86,99,2.75,light rain
518,Sibolga,ID,1.7427,98.7792,80.67,82,100,2.24,overcast clouds
519,Dunmore East,IE,52.1514,-6.9861,38.75,86,100,9.13,overcast clouds
520,Alugan,PH,12.2188,125.4808,82.15,82,100,10.18,overcast clouds
521,Mount Gambier,AU,-37.8333,140.7667,75.11,46,1,14.97,clear sky
522,Stephenville,US,32.2207,-98.2023,52.14,93,90,4.61,overcast clouds
523,Jacareacanga,BR,-6.2222,-57.7528,73.74,97,98,0.72,light rain
524,Nalut,LY,30.3333,10.85,70.12,24,82,24.56,broken clouds
525,Goderich,CA,43.7501,-81.7165,26.92,93,100,5.75,light snow
526,Pangnirtung,CA,66.1451,-65.7125,17.35,75,100,7.81,overcast clouds
527,Swan Hill,AU,-35.3378,143.5544,81.14,23,6,5.23,clear sky
528,Kemin,KG,42.7846,75.6892,42.82,32,0,12.24,clear sky
529,Acarau,BR,-2.8856,-40.12,80.24,77,58,10.94,broken clouds
530,Comodoro Rivadavia,AR,-45.8667,-67.5,60.66,29,0,18.41,clear sky
531,Wagga Wagga,AU,-35.1167,147.3667,73.81,40,40,5.75,scattered clouds
532,Gillette,US,44.2911,-105.5022,38.32,56,1,17.27,clear sky
533,Akdepe,TM,42.0551,59.3788,32.09,33,30,7.11,scattered clouds
534,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,67.35,91,98,7.07,moderate rain
535,Sabla,NG,12.7525,4.7077,70.54,19,70,8.77,broken clouds
536,Puerto Madryn,AR,-42.7692,-65.0385,56.34,78,0,2.08,clear sky
537,Klyuchi,RU,52.2667,79.1667,21.22,80,63,11.86,broken clouds
538,Saint-Pierre,RE,-21.3393,55.4781,82.04,88,75,14.97,thunderstorm
539,Surt,LY,31.2089,16.5887,72.39,43,99,15.08,overcast clouds
540,Limon,CR,10.0,-83.0333,75.96,83,40,5.82,scattered clouds
541,Marquette,US,46.5333,-87.6335,26.04,91,100,6.69,overcast clouds
542,Ardahan,TR,41.1087,42.7022,34.86,85,100,3.76,overcast clouds
543,San Juan,AR,-31.5375,-68.5364,64.89,49,11,15.99,few clouds
544,Russell,US,32.3502,-85.1999,49.23,75,90,3.44,overcast clouds
545,Szabadbattyan,HU,47.119,18.3682,40.86,99,100,6.15,overcast clouds
546,Kharp,RU,66.8014,65.8081,-11.2,92,4,7.14,clear sky
547,Haldibari,IN,26.3333,88.7667,78.19,42,8,3.69,clear sky
548,Umm Kaddadah,SD,13.6017,26.6876,74.14,18,7,19.75,clear sky
549,Yuryevets,RU,57.3201,43.1041,35.4,97,100,17.2,overcast clouds
550,Quatre Cocos,MU,-20.2078,57.7625,84.31,59,3,9.37,clear sky
551,Cozumel,MX,20.5083,-86.9458,67.98,72,28,8.81,scattered clouds
552,Timizart,DZ,36.8,4.2667,48.54,70,100,13.38,overcast clouds
553,Wiang Sa,TH,8.6359,99.3666,85.62,72,97,8.79,overcast clouds
554,Ternate,ID,0.8,127.4,84.61,74,73,6.82,broken clouds
555,Madang,PG,-5.2246,145.7966,85.03,69,40,6.15,scattered clouds
556,Buchanan,LR,5.8808,-10.0467,78.13,86,57,4.41,light rain
557,Ocampo,MX,21.65,-101.5,51.82,56,12,4.61,few clouds
558,Fatezh,RU,52.0891,35.8632,40.98,97,70,5.97,broken clouds
559,Uhlove,UA,44.8215,33.6045,56.34,79,89,12.03,overcast clouds
560,Boden,SE,65.8252,21.6886,6.8,89,95,3.38,light snow
561,Longkou,CN,37.6508,120.3286,54.19,66,100,10.22,overcast clouds
562,San Cristobal,VE,7.7669,-72.225,68.18,88,29,1.36,scattered clouds
563,Haverfordwest,GB,51.8017,-4.9691,38.79,72,100,17.85,overcast clouds
564,Kodino,RU,63.7198,39.6447,8.04,94,100,6.22,overcast clouds
565,Maniitsoq,GL,65.4167,-52.9,35.47,98,100,9.91,moderate rain
566,Marapanim,BR,-0.7175,-47.6997,74.93,91,6,2.66,clear sky
567,Snezhnogorsk,RU,69.1933,33.2531,-16.82,92,75,9.04,broken clouds
568,Juruti,BR,-2.1522,-56.0922,75.65,83,94,1.79,overcast clouds
569,Whyalla,AU,-33.0333,137.5833,80.49,24,0,11.5,clear sky
570,Ulaanbaatar,MN,47.9077,106.8832,12.33,67,0,4.47,clear sky
571,Middelkerke,BE,51.1558,2.8418,42.82,80,75,14.97,moderate rain
572,Kahramanmaras,TR,38.0,37.0,43.43,74,100,7.29,overcast clouds
573,Senneterre,CA,48.3835,-77.2328,5.22,98,95,3.67,overcast clouds
574,Paulo Afonso,BR,-9.4061,-38.2147,74.88,81,76,4.52,broken clouds
575,Senno,RU,59.5336,33.9167,24.46,95,100,7.92,light snow
576,Ozieri,IT,40.586,9.0012,49.62,90,86,5.1,overcast clouds
577,Astoria,US,46.1879,-123.8313,55.29,94,90,18.41,mist
578,Royan,FR,45.6285,-1.0281,42.78,64,70,20.83,broken clouds
579,Richards Bay,ZA,-28.783,32.0377,74.48,60,57,18.97,broken clouds
580,Olkusz,PL,50.2813,19.565,34.0,99,100,3.47,overcast clouds
581,Necochea,AR,-38.5473,-58.7368,59.74,96,100,11.9,light rain
582,Howard Springs,AU,-12.497,131.047,91.31,51,77,6.78,broken clouds
583,Evensk,RU,61.95,159.2333,13.55,94,100,7.87,light snow
584,Peniche,PT,39.3558,-9.3811,49.48,68,63,22.93,broken clouds
585,Trairi,BR,-3.2778,-39.2689,80.94,73,86,8.79,overcast clouds
586,Butterworth,MY,5.3991,100.3638,87.84,74,40,4.61,scattered clouds
587,Santiago De Chuco,PE,-8.15,-78.1833,51.35,85,99,0.96,overcast clouds
588,Raudeberg,NO,61.9875,5.1352,21.87,57,37,8.88,scattered clouds
589,Acajutla,SV,13.5928,-89.8275,76.51,67,19,7.76,few clouds
590,Puri,IN,19.8,85.85,79.32,43,79,11.9,broken clouds
591,Kalulushi,ZM,-12.8378,28.0919,69.37,65,53,7.65,broken clouds
592,Bang Saphan,TH,11.2126,99.5117,87.75,63,28,13.8,scattered clouds
593,Teknaf,BD,20.8624,92.3058,81.36,53,60,6.62,broken clouds
594,Cedar City,US,37.6775,-113.0619,36.57,41,1,0.0,clear sky
595,Naica,MX,27.85,-105.4833,53.94,56,70,5.59,broken clouds
596,Pirajui,BR,-21.9986,-49.4572,68.29,58,0,2.93,clear sky
597,Kushmurun,KZ,52.4503,64.6311,12.47,87,7,8.55,clear sky
598,Calvinia,ZA,-31.4707,19.776,53.65,87,99,7.56,overcast clouds
599,Houma,US,29.5958,-90.7195,55.4,65,100,5.91,overcast clouds
600,Hargeysa,SO,9.56,44.065,70.23,55,35,14.0,scattered clouds
601,Bafq,IR,31.6128,55.4107,61.05,42,22,2.08,few clouds
602,Kudahuvadhoo,MV,2.6708,72.8944,81.52,71,99,17.02,overcast clouds
603,Champerico,GT,14.3,-91.9167,77.79,78,93,4.09,overcast clouds
604,Pyay,MM,18.8167,95.2167,84.29,59,4,8.77,clear sky
605,Ardakan,IR,32.31,54.0175,59.13,41,35,2.82,scattered clouds
606,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,19.99,53,0,6.71,clear sky
607,Grand Island,US,40.925,-98.342,38.35,64,1,8.05,clear sky
608,Hobyo,SO,5.3505,48.5268,82.8,72,65,12.26,broken clouds
609,Veraval,IN,20.9,70.3667,83.46,42,96,5.3,overcast clouds
610,Tukrah,LY,32.5341,20.5791,69.42,56,79,7.49,broken clouds
611,Leshukonskoye,RU,64.8989,45.7622,4.21,96,100,5.84,overcast clouds
612,Port Hardy,CA,50.6996,-127.4199,48.2,93,90,18.41,moderate rain
613,Port-Gentil,GA,-0.7193,8.7815,76.96,94,40,2.3,scattered clouds
614,Kuloy,RU,61.0305,42.4925,27.18,98,100,5.17,light snow
615,Galeana,MX,24.8333,-100.0667,55.17,77,99,1.81,overcast clouds
616,Stornoway,GB,58.2093,-6.3865,35.56,93,40,12.66,scattered clouds
617,Urusha,RU,54.05,122.9,14.54,50,100,5.01,overcast clouds
618,Bone,DE,51.9669,12.1396,29.07,94,66,5.06,broken clouds
619,Sinnamary,GF,5.3833,-52.95,77.02,88,77,8.23,broken clouds
620,Srivardhan,IN,18.0333,73.0167,85.48,41,73,4.52,broken clouds
621,Golub-Dobrzyn,PL,53.1109,19.0538,31.21,92,71,7.4,broken clouds
622,Ilhabela,BR,-23.7781,-45.3581,72.25,85,40,2.06,scattered clouds
623,Otjimbingwe,NA,-22.35,16.1333,73.38,21,0,2.75,clear sky
624,Tabory,RU,58.5198,64.5495,25.81,91,84,7.99,broken clouds
625,Nantucket,US,41.2835,-70.0995,33.91,47,1,11.5,clear sky
626,Tilichiki,RU,60.4667,166.1,21.79,92,100,13.6,light snow
627,Maraa,BR,-1.8333,-65.3667,72.99,96,70,2.33,broken clouds
628,Matamoros,MX,25.5333,-103.25,54.25,62,96,1.5,overcast clouds
629,San Prisco,IT,41.0871,14.2782,59.27,77,75,15.73,broken clouds
630,Dalvik,IS,65.9702,-18.5286,30.13,86,100,8.14,overcast clouds
631,General Pico,AR,-35.6566,-63.7568,56.46,96,100,6.04,overcast clouds
632,Araquari,BR,-26.3703,-48.7211,69.98,94,67,2.26,broken clouds
633,Qiyang,CN,26.5911,111.8474,63.99,46,75,3.15,broken clouds
634,Kristiansund,NO,63.1115,7.732,21.85,79,3,6.91,clear sky
635,Vrangel,RU,42.7297,133.0839,40.28,54,1,7.67,clear sky
636,Santa Maria Del Oro,MX,25.9333,-105.3667,55.04,65,100,5.55,overcast clouds
637,Vila,PT,42.0304,-8.1588,29.28,91,9,4.79,clear sky
638,Sokoni,TZ,-6.4333,39.55,82.26,79,48,9.06,moderate rain
639,Castrillon,ES,43.3979,-6.7922,43.34,97,100,4.21,overcast clouds
640,Ipora,BR,-16.4419,-51.1178,68.74,95,57,1.01,broken clouds
641,Gorontalo,ID,0.5412,123.0595,83.66,83,73,2.77,broken clouds
642,Amahai,ID,-3.3333,128.9167,83.12,75,98,2.71,overcast clouds
643,Muyezerskiy,RU,63.9333,31.65,5.95,98,95,4.05,overcast clouds
644,Anloga,GH,5.7947,0.8973,79.02,79,100,6.31,overcast clouds
645,Inhambane,MZ,-23.865,35.3833,76.98,57,20,9.22,few clouds
646,Copiapo,CL,-27.3667,-70.3333,55.09,41,0,2.53,clear sky
647,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.84,70,100,8.66,overcast clouds
648,Portree,GB,57.4129,-6.1942,36.05,96,100,3.89,overcast clouds
649,Ust-Barguzin,RU,53.45,108.9833,18.91,72,97,3.76,overcast clouds
650,Roebourne,AU,-20.7833,117.1333,94.23,33,0,19.66,clear sky
651,Salo,IT,45.6086,10.531,42.78,91,99,2.62,overcast clouds
652,Milkovo,RU,54.7167,158.6167,-5.96,94,41,2.1,scattered clouds
653,Vanavara,RU,60.34,102.2797,9.82,94,99,4.09,overcast clouds
654,Mezen,RU,65.8522,44.24,3.92,93,89,7.16,overcast clouds
655,Lamesa,US,32.7376,-101.951,45.66,89,53,10.76,broken clouds
656,Dashitou,CN,43.3067,128.5114,38.5,50,74,6.89,broken clouds
657,Esqueda,MX,30.7167,-109.5833,51.64,59,0,2.51,clear sky
658,Sangueya,GN,10.7,-14.3667,74.97,94,89,1.21,overcast clouds
659,Pirovskoye,RU,57.6267,92.2658,22.35,92,100,10.98,overcast clouds
660,Mungwi,ZM,-10.1732,31.3694,68.32,74,66,7.4,broken clouds
661,Keningau,MY,5.3378,116.1602,86.45,71,91,3.44,overcast clouds
662,Khor,RU,47.8861,134.9464,24.39,89,46,4.36,scattered clouds
663,Nikolsk,RU,53.7189,46.0712,33.51,98,100,13.62,light snow
664,Sisimiut,GL,66.9395,-53.6735,27.32,93,100,8.28,light snow
665,Thio,NC,-21.6167,166.2167,76.96,85,67,13.15,broken clouds
666,Vorontsovka,RU,50.6132,40.3549,42.15,97,100,7.16,overcast clouds
667,Conceicao Do Araguaia,BR,-8.2578,-49.2647,72.34,96,86,2.42,overcast clouds
668,Sao Filipe,CV,14.8961,-24.4956,76.39,73,85,9.69,overcast clouds
669,Catuday,PH,16.2923,119.8062,83.8,64,78,14.65,broken clouds
670,Krasnogorsk,RU,55.8225,37.3181,41.34,93,90,11.18,overcast clouds
671,Guangyuan,CN,32.442,105.823,55.83,67,100,1.21,overcast clouds
672,Ahuimanu,US,21.4447,-157.8378,78.51,69,75,6.91,broken clouds
673,Healdsburg,US,38.6105,-122.8692,55.36,87,1,0.0,clear sky
674,Highland,US,34.1283,-117.2086,61.18,19,1,4.61,clear sky
675,Cabedelo,BR,-6.9811,-34.8339,75.87,70,82,9.78,broken clouds
676,Khetia,IN,21.6667,74.5833,83.61,29,72,6.93,broken clouds
677,Pombia,IT,45.653,8.6336,38.91,93,0,9.22,clear sky
678,Imeni Poliny Osipenko,RU,52.4201,136.4853,16.92,93,100,2.98,overcast clouds
679,Preobrazheniye,RU,42.9019,133.9064,43.03,44,0,10.92,clear sky
680,Mugur-Aksy,RU,50.35,90.5,15.73,76,85,6.24,overcast clouds
681,Broken Hill,AU,-31.95,141.4333,74.91,31,90,16.11,overcast clouds
682,Saint-Augustin,CA,51.226,-58.6502,37.11,96,85,15.39,overcast clouds
683,Griffith,US,41.5284,-87.4237,36.09,69,1,10.36,clear sky
684,Omama,JP,36.4333,139.2833,50.2,40,7,8.7,clear sky
685,Fare,PF,-16.7,-151.0167,80.91,75,29,14.79,scattered clouds
686,Paka,MY,4.6374,103.4368,87.73,66,40,6.91,scattered clouds
687,Sola,VU,-13.8833,167.55,82.29,69,61,4.81,broken clouds
688,Cacule,BR,-14.5033,-42.2222,67.77,98,100,1.21,moderate rain
689,Sur,OM,22.5667,59.5289,80.73,40,10,3.49,clear sky
690,Ust-Nera,RU,64.5667,143.2,-11.24,97,100,5.46,overcast clouds
691,Hambantota,LK,6.1241,81.1185,82.74,94,40,5.75,scattered clouds
692,Shishou,CN,29.7226,112.419,64.76,34,7,5.7,clear sky
693,Hapur,IN,28.7167,77.7833,71.76,37,3,2.71,clear sky
694,Mongo,TD,12.1844,18.693,75.6,16,61,4.21,broken clouds
695,Puerto Baquerizo Moreno,EC,-0.9,-89.6,68.16,81,60,10.38,broken clouds
